site,url,field,key,value
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,58.text,Accessibility
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,58.url,https://www.nlm.nih.gov/accessibility.html
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,58.internal,False
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,59.text,Careers
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,59.url,https://www.nlm.nih.gov/careers/careers.html
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,59.internal,False
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,60.text,NLM
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,60.url,https://www.nlm.nih.gov/
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,60.internal,False
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,61.text,NIH
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,61.url,https://www.nih.gov/
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,61.internal,False
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,62.text,HHS
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,62.url,https://www.hhs.gov/
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,62.internal,False
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,63.text,USA.gov
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,63.url,https://www.usa.gov/
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,links,63.internal,False
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,social_links,0,https://twitter.com/ncbi
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,social_links,1,https://www.facebook.com/ncbi.nlm
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,social_links,2,https://www.linkedin.com/company/ncbinlm
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,social_links,3,https://github.com/ncbi
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,social_links,4,https://twitter.com/NLM_NIH
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,social_links,5,https://www.facebook.com/nationallibraryofmedicine
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,social_links,6,https://www.youtube.com/user/NLMNIH
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,0.level,h1
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,0.text,NCBI
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,1.level,h1
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,1.text,Welcome to NCBI
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,2.level,h2
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,2.text,"National Center for Biotechnology
                                Information"
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,3.level,h2
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,3.text,Submit
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,4.level,h2
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,4.text,Download
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,5.level,h2
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,5.text,Learn
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,6.level,h2
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,6.text,Develop
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,7.level,h2
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,7.text,Analyze
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,8.level,h2
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,8.text,Research
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,9.level,h3
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,9.text,Popular Resources
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,10.level,h4
https://www.ncbi.nlm.nih.gov/,https://www.ncbi.nlm.nih.gov/,headings,10.text,Account
